,Job Title,Company,Experience,Salary,Requirements,Link
684,Aналитик SOC,Публичная Компания «Freedom Finance Global PLC»,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108103577?hhtmFrom=vacancy_search_list
685,VoIP-инженер/системный администратор,ТОО BP Contact,Опыт 3-6 лет,500 000 – 500 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/103877986?hhtmFrom=vacancy_search_list
686,Старший специалист отдела технической защиты (Пожарная безопасность),АО Home Credit Bank,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108469521?hhtmFrom=vacancy_search_list
687,DevSecOps инженер в IT компанию QazCode,"Beeline, ТМ",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108244124?hhtmFrom=vacancy_search_list
688,DevOps Engineer,ITGLOBAL.COM,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108037521?hhtmFrom=vacancy_search_list
689,Системный архитектор,Публичная Компания «Freedom Finance Global PLC»,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107611230?hhtmFrom=vacancy_search_list
690,PHP Trainee,Andersen,Без опыта,Not specified,Not specified,https://almaty.hh.kz/vacancy/108420972?hhtmFrom=vacancy_search_list
691,Эксперт по телекоммуникационной инфраструктуре,ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/Altel) | IT,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107562823?hhtmFrom=vacancy_search_list
692,Инженер направления «Routing and Switching»/Pre-Sale,ТОО SUCCESS INITIATIVE GROUP(SIG),Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/101165904?hhtmFrom=vacancy_search_list
693,"1С разработчик (уровень Junior, работа с офиса)",ТОО М-Ломбард,Без опыта,Not specified,Not specified,https://almaty.hh.kz/vacancy/107901398?hhtmFrom=vacancy_search_list
694,Software support инженер (Биллинг),"Beeline, ТМ",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108391109?hhtmFrom=vacancy_search_list
695,Аналитик данных (data analyst),"ALSECO, АО",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/94309106?hhtmFrom=vacancy_search_list
696,Инженер ИТ-инфраструктуры,АО Народный банк Казахстана,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108245954?hhtmFrom=vacancy_search_list
697,Devops инженер (Отдел поддержки биллинга),"Beeline, ТМ",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108110088?hhtmFrom=vacancy_search_list
698,Системный аналитик в OMNI CRM,АО Kcell,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108226043?hhtmFrom=vacancy_search_list
699,Эксперт IoT в Отдел развития продуктов,АО Kcell,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108405304?hhtmFrom=vacancy_search_list
700,Системный администратор Zabbix,АО Aitas KZ,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108232155?hhtmFrom=vacancy_search_list
701,Senior Data Analyst,АО Народный банк Казахстана,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107800590?hhtmFrom=vacancy_search_list
702,Ведущий специалист по слаботочным системам,ТОО GQ-Group Invest,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107944868?hhtmFrom=vacancy_search_list
703,Главный Data Инженер,АО Народный банк Казахстана,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107800477?hhtmFrom=vacancy_search_list
704,"Ведущий специалист, Отдел развития технологий сервиса","Beeline, ТМ",Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107929805?hhtmFrom=vacancy_search_list
705,Главный специалист Отдела управления рисками ИТ и ИБ,"Евразийский банк, АО",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108026640?hhtmFrom=vacancy_search_list
706,Системный аналитик,"АО Страховая компания Халык, ДО Народного Банка Казахстана",Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/104871191?hhtmFrom=vacancy_search_list
707,Старший системный администратор,Публичная Компания «Freedom Finance Global PLC»,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107611111?hhtmFrom=vacancy_search_list
708,Аналитик Atlassian (Jira/Confluence),Публичная Компания «Freedom Finance Global PLC»,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108410298?hhtmFrom=vacancy_search_list
709,Специалист по маркетинговым исследованиям,ТОО JTI Kazakhstan,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/104883440?hhtmFrom=vacancy_search_list
710,Бизнес-аналитик IT,Тоймарт,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108123939?hhtmFrom=vacancy_search_list
711,Data engineer,ТОО VILED FASHION (ВИЛЕД ФЕШН),Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108036086?hhtmFrom=vacancy_search_list
712,Ведущий системный администратор Linux,"Beeline, ТМ",Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108452876?hhtmFrom=vacancy_search_list
713,1С-разработчик (Middle+/Senior),СК Jusan Garant,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108754860?hhtmFrom=vacancy_search_list
714,Middle Java developer,АО Jusan Bank,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107760017?hhtmFrom=vacancy_search_list
715,Middle разработчик Colvir,АО Микрофинансовая организация KMF(КМФ),Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108648386?hhtmFrom=vacancy_search_list
716,Программист 1С,ТОО Диалог-Сервис,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108605222?hhtmFrom=vacancy_search_list
717,IT методолог,АО Жилищный строительный сберегательный банк Отбасы банк,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108323614?hhtmFrom=vacancy_search_list
718,System administrator (Application support engineer),Social Discovery Group,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108746621?hhtmFrom=vacancy_search_list
719,Senior Frontend Engineer,Termius,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107766169?hhtmFrom=vacancy_search_list
720,Бизнес аналитик Департамента развития состоятельного сегмента,АО Bereke Bank,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108422420?hhtmFrom=vacancy_search_list
721,PHP-программист,ТОО Rus&Co Financial Group,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107712989?hhtmFrom=vacancy_search_list
722,Системный аналитик,ТОО Wisebits,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107153912?hhtmFrom=vacancy_search_list
723,1C Programmer (Программист 1С),ТОО Sinteks (Синтекс),Опыт 3-6 лет,от 2 500 $ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108036432?hhtmFrom=vacancy_search_list
724,Middle Data инженер,АО Jusan Bank,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108182565?hhtmFrom=vacancy_search_list
725,Business Intelligence Analyst/ PowerBI Developer,ТОО QOMEK KAZAKHSTAN (КОМЕК КАЗАХСТАН),Опыт 1-3 года,600 000 – 800 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108184821?hhtmFrom=vacancy_search_list
726,Специалист технической поддержки (первая линия),ТОО NLS Kazakhstan,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107304879?hhtmFrom=vacancy_search_list
727,Разработчик аналитических систем,АО Жилищный строительный сберегательный банк Отбасы банк,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/106679322?hhtmFrom=vacancy_search_list
728,Главный специалист в Отдел обслуживания ЦОД,"Евразийский банк, АО",Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108381412?hhtmFrom=vacancy_search_list
729,Программист 1С,ТОО Петрофон,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/106479279?hhtmFrom=vacancy_search_list
730,Cybersecurity Awareness Specialist,Публичная Компания «Freedom Finance Global PLC»,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/106456627?hhtmFrom=vacancy_search_list
731,Pre-sale инженер,ТОО RUTEK GROUP,Опыт 1-3 года,от 350 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107835411?hhtmFrom=vacancy_search_list
732,Технический специалист по внедрению и сопровождению ПО,ТОО Documentolog,Опыт 1-3 года,250 000 – 400 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108183957?hhtmFrom=vacancy_search_list
733,Планировщик,ТОО Astana Reality Group,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107141121?hhtmFrom=vacancy_search_list
734,Middle/Senior AQA Engineer,Kaspi.kz,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108331336?hhtmFrom=vacancy_search_list
735,Java Developer,АО Home Credit Bank,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/103037711?hhtmFrom=vacancy_search_list
736,Senior Backend Developer (.NET),ТОО Halyk Finservice,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107179957?hhtmFrom=vacancy_search_list
737,Начальник отдела технической поддержки продаж оборудования для флотации и автоматизации,ТОО Метсо Казахстан,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108257270?hhtmFrom=vacancy_search_list
738,Заместитель Директора департамента развития и поддержи информационных систем,АО Жилищный строительный сберегательный банк Отбасы банк,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/106679338?hhtmFrom=vacancy_search_list
739,1С программист,АО Jusan Bank,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108418887?hhtmFrom=vacancy_search_list
740,Инженер сервисной поддержки,"ASTEL, АО",Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/106912185?hhtmFrom=vacancy_search_list
741,"Senior Software инженер ( Java, Проект Digital Middleware)","Beeline, ТМ",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107569511?hhtmFrom=vacancy_search_list
742,Implementation manager with Bank experience,ТОО Smart Solutions Personnel,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107669908?hhtmFrom=vacancy_search_list
743,"Software support инженер, Отдел поддержки клиентских систем (Senior)","Beeline, ТМ",Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108230160?hhtmFrom=vacancy_search_list
